id,title,description,product_type,alias,mrp,price_display_amount,discount_percentage,product_tags,product_collections
15046,Kandace|Cotton+ Crochet & Flared Hem Crop Top,"Black crochet crop top with a round neckline and long, flared sleeves. Designed with a fit-and-flare silhouette, it features a crochet pattern with a flared hem. Made from a sustainable cotton-nylon blend, this top is eco-friendly and perfect for adding a touch of sophistication to your wardrobe.",Top,virgio,2590,1555,39.96,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWTO24436035, GroupID:VWWTO24436035, Print:Solid, StyleID:VWWTO2443603502","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Cotton Collection, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Modern Muse, Natural Fabrics, Party Wear, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, The White Lotus, Tops, Topwear, Topwear veronica, Vacation Vibe"
15049,Courtney|Trucotton Sleeveless Top With Flared Hem,"Pink sleeveless crop top with lace embroidery, square neckline, and a flared hem. Made from sustainable cotton, this top offers a feminine silhouette and eco-friendly design.",Top,virgio,1990,1795,9.8,"Colour:Pink, Fabric:Cotton, Gender:Women, GID_VWWTO24436038, GroupID:VWWTO24436038, Print:Solid, StyleID:VWWTO2443603801","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Kalki Koechlin | Shop The Look, Kiss & Tell, Modern Muse, Natural Fabrics, Pink Bloom, Pink Snow, The Figure, The Figure 8 Closet, The Galentines Brunch, The Hourglass Closet, The Pear Closet, The Rectangle Closet, The Virgio Promise, The White Lotus, Tops, Topwear, Topwear veronica, Vacation Vibe"
15050,Jacqueline|Trucotton Pintuck Detail Lace Shirt,"Black drop shoulder shirt with lace and embroidery details. Featuring a mandarin collar and a button closure on the front. Long puff sleeves with pin tuck detailing. Made from sustainable cotton, this eco-friendly shirt offers a stylish and comfortable fit.",Top,virgio,2190,2190,0.0,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWSH24436020, GroupID:VWWSH24436020, Print:Solid, StyleID:VWWSH2443602002","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Cotton Collection, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Modern Muse, Natural Fabrics, Party Wear, Shirts and Blouses, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, Tops, Topwear veronica, Vacation Vibe, Work Wear"
15052,Jayla|Trucotton Front Ruffled Embroidery Top,"White embroidered crop top with ruffles. Featuring a round neck and short puff sleeves. Crafted from sustainable cotton, this eco-friendly top combines a flattering fit-and-flare silhouette with delicate embroidery",Top,virgio,2390,1435,39.96,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWTO24436023, GroupID:VWWTO24436023, Print:Solid, StyleID:VWWTO2443602301","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Kalki Koechlin | Shop The Look, Lounge Wear, Modern Muse, Natural Fabrics, Pink Snow, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, Threads of Freedom, Tops, Topwear, Topwear veronica, Vacation Vibe, White Bloom"
15053,Lindsey|Embroidered Lace Two-Piece Top,"Blue tie up top with lace and embroidery details with cami inside. Mandarin Collar with long, puff sleeves. Flared hemline. Crafted from cotton, the top is sustainable and eco-friendly",Top,virgio,2590,2335,9.85,"Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWTO24436032, GroupID:VWWTO24436032, Print:Solid, StyleID:VWWTO2443603201","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Midnight Sapphire, Modern Muse, Mystic Blue, Natural Fabrics, The Galentines Brunch, The Virgio Promise, Threads of Freedom, Tops, Topwear, Topwear veronica, Vacation Vibe"
15056,Phyllis|Trucotton Crochet Mini Skirt With Fringes,"Black mini crochet skirt with fringes, adding a bold touch to your wardrobe. Regular fit for comfort and style. Crafted from 100% cotton, ensuring sustainability and eco-friendliness.",Skirt,virgio,1990,1990,0.0,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWSK24436045, GroupID:VWWSK24436045, Print:Solid, StyleID:VWWSK2443604501","ALL COLLECTIONS, Boho'Scape, Bottomwear veronica, Casual Essentials, Cotton Collection, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Modern Muse, Natural Fabrics, Skirts | Shorts, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, The White Lotus, Vacation Vibe"
15057,Kelly|Trucotton Crochet Mini Skirt With Fringes,"White mini crochet skirt with fringes, offering a fun and stylish look. Regular fit for a comfortable wear. Crafted from 100% cotton, making it sustainable and eco-friendly.",Skirt,virgio,1990,1990,0.0,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWSK24436045, GroupID:VWWSK24436045, Print:Solid, StyleID:VWWSK2443604502","ALL COLLECTIONS, Boho'Scape, Bottomwear veronica, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Kalki Koechlin | Shop The Look, Modern Muse, Natural Fabrics, Pink Snow, Skirts | Shorts, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, The White Lotus, Threads of Freedom, Vacation Vibe, White Bloom"
15059,Juliana|Blue Lace Peplum Crop Top,"Blue crochet crop top. Round neckline. Long, flared sleeves. Crafted from a cotton nylon blend, the top is sustainable and eco-friendly",Top,virgio,2590,2335,9.85,"Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWTO24436035, GroupID:VWWTO24436035, Print:Solid, StyleID:VWWTO2443603501","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Modern Muse, Mystic Blue, Natural Fabrics, The Galentines Brunch, Threads of Freedom, Tops, Topwear, Topwear veronica, Vacation Vibe"
15060,Lottie|Viscose+ Lapel Collar Crop Lace Shirt,"White crop shirt featuring crochet details with a lapel collar. The shirt has short regular sleeves and a straight hem, offering a classic and timeless look. Crafted from a viscose-nylon blend, the shirt is durable and long-lasting.",Top,virgio,2190,2190,0.0,"Colour:White, Fabric:Viscose, Gender:Women, GID_VWWSH24436034, GroupID:VWWSH24436034, Print:Solid, StyleID:VWWSH2443603402","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Kalki Koechlin | Shop The Look, Lounge Wear, Modern Muse, Natural Fabrics, Pink Snow, Shirts and Blouses, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, Threads of Freedom, Tops, Topwear veronica, Vacation Vibe, Viscose Collection, White Bloom, Work Wear"
15061,Katherine|Trucotton Tie Up Top With Lace Embroidery,"Purple embroidered tie-up top with lace details. Features a round neckline and sleeveless design, this cropped top is perfect for warm days. Made from sustainable cotton, it combines style with eco-friendly craftsmanship.",Top,virgio,1590,1435,9.75,"Colour:Purple, Fabric:Cotton, Gender:Women, GID_VWWTO24436039, GroupID:VWWTO24436039, Print:Solid, StyleID:VWWTO2443603901","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Kalki Koechlin | Shop The Look, Modern Muse, Natural Fabrics, The Figure, The Figure 8 Closet, The Galentines Brunch, The Hourglass Closet, The Pear Closet, The White Lotus, Threads of Freedom, Tops, Topwear, Topwear veronica, Vacation Vibe"
15063,Pamela|Trucotton Side Lace Detail Pullup Pants,Black pull-up straight pants featuring delicate lace detail at the side hem. Regular fit designed for comfort and a flattering silhouette. Crafted from 100% cotton,Trouser,virgio,2190,1315,39.95,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWTR24436043, GroupID:VWWTR24436043, Print:Solid, StyleID:VWWTR2443604301","ALL COLLECTIONS, Boho'Scape, Bottomwear veronica, Casual Essentials, Cotton Collection, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Modern Muse, Natural Fabrics, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, trousers, Vacation Vibe"
15064,Jennifer|Trucotton Gathered Hem Crochet Skirt,"White gathered maxi skirt with crochet lace detail. The flared design provides an elegant silhouette. Made from sustainable cotton, this skirt is eco-friendly",Skirt,virgio,3190,3190,0.0,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWSK24436027, GroupID:VWWSK24436027, Print:Solid, StyleID:VWWSK2443602701","ALL COLLECTIONS, Boho'Scape, Bottomwear veronica, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Kalki Koechlin | Shop The Look, Modern Muse, Natural Fabrics, Pink Snow, Skirts | Shorts, The Figure, The Figure 8 Closet, The Galentines Brunch, The Hourglass Closet, The Pear Closet, The White Lotus, Threads of Freedom, Vacation Vibe, White Bloom"
15066,Mabel|Viscose+ Lapel Collar Crop Lace Shirt,"Black crop shirt featuring crochet details with a lapel collar. The shirt has short regular sleeves and a straight hem, offering a sleek and versatile style. Crafted from a viscose-nylon blend, the shirt is durable and long-lasting.",Top,virgio,2190,2190,0.0,"Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWSH24436034, GroupID:VWWSH24436034, Print:Solid, StyleID:VWWSH2443603401","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Modern Muse, Natural Fabrics, Party Wear, Shirts and Blouses, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, Tops, Topwear veronica, Vacation Vibe, Viscose Collection, Work Wear"
15067,Jenny|Embroidered Ruffled Top,"Purple embroidered crop top with ruffles. Round neck. Short, puff sleeves. Crafted from cotton, the shirt is sustainable and eco-friendly",Top,virgio,2390,2155,9.83,"Colour:Purple, Fabric:Cotton, Gender:Women, GID_VWWTO24436023, GroupID:VWWTO24436023, Print:Solid, StyleID:VWWTO2443602302","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Kalki Koechlin | Shop The Look, Lounge Wear, Modern Muse, Natural Fabrics, The Figure, The Figure 8 Closet, The Galentines Brunch, The Hourglass Closet, The Pear Closet, Tops, Topwear, Topwear veronica, Vacation Vibe"
15069,Kimberly|Trucotton Lace Detail Midi Dress,"Pink midi dress featuring delicate lace details. Designed with a strappy, sleeveless silhouette and a fit-and-flare cut for a flattering look. Crafted from 100% cotton",Dress,virgio,2990,2990,0.0,"Colour:Pink, Fabric:Cotton, Gender:Women, GID_VWWDR24436028, GroupID:VWWDR24436028, Print:Solid, StyleID:VWWDR2443602801","ALL COLLECTIONS, All Dresses, Boho'Scape, Casual Essentials, Cotton Collection, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Kalki Koechlin | Shop The Look, Kiss & Tell, Modern Muse, Natural Fabrics, Pink Bloom, Pink Snow, The Figure, The Figure 8 Closet, The Galentines Brunch, The Hourglass Closet, The Pear Closet, The White Lotus, Unstoppably You!, Vacation Vibe"
15070,Amabel|Trucotton Strappy Squareneck Knit Top,"Black strappy square neck crop top with knitted structure and mesh detailing. Regular fit with a straight hem. Made from sustainable cotton, this top is the perfect blend of style and eco-conscious design.",Top,virgio,1590,955,39.94,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWTO24320503, GroupID:VWWTO24320503, Print:Solid, StyleID:VWWTO2432050302","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Crimson Night, Elevated Essentials, Flash Sale, Hidden Gems, Inventory, Just In!, Midnight Sapphire, Natural Fabrics, Snug Season, Tops, Topwear, Topwear veronica"
15071,Tracey|Multicolour Knit Top,"Multicolour knit top, with blue being the primary colour. Round neckline. Regular fit. Crafted from cotton, the top is sustainable and eco-friendly",Top,virgio,1590,1435,9.75,"Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWTO24320501, GroupID:VWWTO24320501, Print:Striped, StyleID:VWWTO2432050101","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Elevated Essentials, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Mystic Blue, Natural Fabrics, Snug Season, Threads of Freedom, Tops, Topwear, Topwear veronica"
15073,Illyrial|Trucotton Multicolour Sleeveless Knit Top,"Multicolour knit top, with green being the primary color. Features a round neckline and sleeveless design. Regular fit, crafted from cotton, offering both sustainability and eco-friendliness.",Top,virgio,1590,955,39.94,"Colour:Green, Fabric:Cotton, Gender:Women, GID_VWWTO24320501, GroupID:VWWTO24320501, Print:Striped, StyleID:VWWTO2432050102","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Elevated Essentials, Flash Sale, Green Breeze, Hidden Gems, Inventory, Just In!, Lounge Wear, Natural Fabrics, Snug Season, Threads of Freedom, Tops, Topwear, Topwear veronica"
15074,Elspeth|Red Knit Strappy Crop Top,"Red knitted strappy crop top. Regular fit. Straight hem. Crafted from cotton, the top is sustainable and eco-friendly",Top,virgio,1590,955,39.94,"Colour:Red, Fabric:Cotton, Gender:Women, GID_VWWTO24320502, GroupID:VWWTO24320502, Print:Solid, StyleID:VWWTO2432050202","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Crimson Night, Elevated Essentials, Flash Sale, Hidden Gems, Inventory, Just In!, Kiss & Tell, Lounge Wear, Natural Fabrics, Red Velvet, Snug Season, Tops, Topwear, Topwear veronica"
15076,Sabine|Trucotton Knit Structure Achromatic Top,"Black achromatic strappy top with a regular fit and a straight hem. Crafted from sustainable cotton, this top features a clean, minimalist design",Top,virgio,1590,955,39.94,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWTO24320504, GroupID:VWWTO24320504, Print:Striped, StyleID:VWWTO2432050401","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Crimson Night, Elevated Essentials, Flash Sale, Hidden Gems, Inventory, Just In!, Lounge Wear, Midnight Sapphire, Natural Fabrics, Snug Season, Tops, Topwear, Topwear veronica"
15077,Saskia|Trucotton Front Button Closure Cardigan,"Pink cropped cotton cardigan with a round neck and button closure. Regular fit with a straight hem, made from sustainable cotton. This eco-friendly piece is perfect for layering and offers a clean, minimalist look.",Top,virgio,1590,955,39.94,"Colour:Pink, Fabric:Cotton, Gender:Women, GID_VWWTO24320505, GroupID:VWWTO24320505, Print:Solid, StyleID:VWWTO2432050502","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Cozy Winter, Elevated Essentials, Flash Sale, Hidden Gems, Inventory, Just In!, Kiss & Tell, Natural Fabrics, Pink Bloom, Pink Snow, Snug Season, Tops, Topwear, Topwear veronica"
15079,Anouk|Trucotton Front Button Closure Cardigan,"Cream cropped cotton cardigan with a round neck and button closure. Regular fit with a straight hem, made from sustainable cotton. This eco-friendly piece offers a versatile addition to any wardrobe.",Top,virgio,1590,955,39.94,"Colour:Cream, Fabric:Cotton, Gender:Women, GID_VWWTO24320505, GroupID:VWWTO24320505, Print:Solid, StyleID:VWWTO2432050501","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Cozy Winter, Elevated Essentials, Flash Sale, Hidden Gems, Inventory, Just In!, Natural Fabrics, Snug Season, Threads of Freedom, Tops, Topwear, Topwear veronica"
15080,Leocadia|Trucotton Knit Structure Achromatic Top,"Purple achromatic strappy top with a regular fit and straight hem. Made from sustainable cotton, this top blends comfort and eco-friendliness with a clean, minimalist design.",Top,virgio,1590,955,39.94,"Colour:Purple, Fabric:Cotton, Gender:Women, GID_VWWTO24320504, GroupID:VWWTO24320504, Print:Striped, StyleID:VWWTO2432050402","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Cozy Winter, Elevated Essentials, Flash Sale, Hidden Gems, Inventory, Just In!, Natural Fabrics, Snug Season, Tops, Topwear, Topwear veronica"
15081,Fiorella|Strappy Square Neck Top,"Blue strappy square neck top. Knitted crop top. Regular fit. Crafted from cotton, the top is sustainable and eco-friendly",Top,virgio,1590,1435,9.75,"Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWTO24320503, GroupID:VWWTO24320503, Print:Solid, StyleID:VWWTO2432050301","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Elevated Essentials, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Mystic Blue, Natural Fabrics, Snug Season, Threads of Freedom, Tops, Topwear, Topwear veronica"
15083,Maelis|Knitted Strappy Crop Top,"Blue-knitted strappy crop top. Regular fit. Straight hem. Crafted from cotton, the top is sustainable and eco-friendly",Top,virgio,1590,1435,9.75,"Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWTO24320502, GroupID:VWWTO24320502, Print:Solid, StyleID:VWWTO2432050201","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Elevated Essentials, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Mystic Blue, Natural Fabrics, Snug Season, Threads of Freedom, Tops, Topwear, Topwear veronica"
15084,Reya|Front Open Twill Dress,"Rust front open twill dress. Designed with a belt for a cinched look. Features pockets, with a button closure on the front. Crafted from cotton the dress is sustainable and eco-friendly",Dress,virgio,2190,2190,0.0,"Colour:Rust, Fabric:Cotton, Gender:Women, GID_VWWDR24461102, GroupID:VWWDR24461102, Print:Solid, StyleID:VWWDR2446110201","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Dresses, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Natural Fabrics, New In, Office To Off-Duty, Party Wear, Santa's Chic List, Snug Season, Threads of Freedom"
15086,Lisa|Front Open Cropped Jacket,"Pink front open cropped jacket. Long sleeves, with button closure on the front. Features pockets. Crafted from cotton the jacket is sustainable and eco-friendly",Jacket,virgio,2390,2390,0.0,"Colour:Pink, Fabric:Cotton, Gender:Women, GID_VWWJK24461094, GroupID:VWWJK24461094, Print:Solid, StyleID:VWWJK2446109401","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Jackets, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Lounge Wear, Manushi Chilar's Party Go-To's!, Natural Fabrics, New In, Party Wear, Pink Bloom, Pink Snow, Santa's Chic List, Shirts and Blouses, Snug Season, The Boyfriend's Hoodie"
15087,Aiyla|Black Utilitarian Shacket,"Black utilitarian shacket with pockets. Long sleeves. Regular fit, with a curved hemline. Crafted from cotton the shacket is sustainable and eco-friendly",Jacket,virgio,2590,2590,0.0,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWJK24461097, GroupID:VWWJK24461097, Print:Solid, StyleID:VWWJK2446109701","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Jackets, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Snug Season, The Boyfriend's Hoodie"
15088,Lorah|Cropped Trench Coat Cape,"Black cropped trench coat cape. Short sleeves, with button closure on the front. Asymmetrical hemline. Crafted from cotton the coat is sustainable and eco-friendly",Jacket,virgio,1990,1990,0.0,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWJK24461095, GroupID:VWWJK24461095, Print:Solid, StyleID:VWWJK2446109501","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Jackets, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Natural Fabrics, Snug Season, The Boyfriend's Hoodie"
15091,Rome|Navy Blue Cropped Jacket,"The navy blue front-open cropped jacket is crafted from cotton, making it sustainable and eco-friendly. It features long sleeves, a button closure on the front, and convenient pockets.",Jacket,virgio,2390,2390,0.0,"Colour:Navy Blue, Fabric:Cotton, Gender:Women, GID_VWWJK24461094, GroupID:VWWJK24461094, Print:Solid, StyleID:VWWJK2446109402","ALL COLLECTIONS, Bleed Blue, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Jackets, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Natural Fabrics, New In, Party Wear, Santa's Chic List, Shirts and Blouses, Snug Season, The Boyfriend's Hoodie, Work Wear"
15092,Emine|Beige Cropped Trench Coat,"Beige cropped trench coat. Long sleeves. Shirt collar, with button closure on the front. Crafted from cotton the coat is sustainable and eco-friendly",Jacket,virgio,2790,2790,0.0,"Colour:Beige, Fabric:Cotton, Gender:Women, GID_VWWJK24461101, GroupID:VWWJK24461101, Print:Solid, StyleID:VWWJK2446110101","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Jackets, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Mocha Mousse, Natural Fabrics, Snug Season, The Boyfriend's Hoodie"
15094,Flora|Trucotton Cropped Front Tie Up Top,"Red front tie-up top with long, regular sleeves. This knitted top offers a comfortable fit and is made from 100% cotton, ensuring both durability and sustainability",Top,virgio,2390,2390,0.0,"Colour:Red, Fabric:Cotton, Gender:Women, GID_VWWSG24420708, GroupID:VWWSG24420708, Print:Solid, StyleID:VWWSG2442070802","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Cozy Winter, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Natural Fabrics, Red Velvet, Snug Season, The Boyfriend's Hoodie, Tops, Topwear, Topwear veronica"
15095,Alexa|Trucotton V-Neck Sleeveless Boxy Top,"Black V-neck sleeveless knitted top with a boxy fit. Crafted from 100% cotton, this top offers both style and comfort. Itâ€™s sustainable and eco-friendly, designed to keep you looking chic while being environmentally conscious.",Top,virgio,1790,1790,0.0,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWTO24420704, GroupID:VWWTO24420704, Print:Solid, StyleID:VWWTO2442070401","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, Tops, Topwear, Topwear veronica"
15096,Giselle|Trucotton Knited Fullsleeve Raglan Top,"Green knit raglan sleeve top with long, regular sleeves and a round neckline. This knitted top offers a regular fit, ensuring comfort with a timeless design. Made from 100% cotton, itâ€™s a sustainable and eco-friendly addition to your wardrobe.",Top,virgio,1990,1990,0.0,"Colour:Green, Fabric:Cotton, Gender:Women, GID_VWWJP24420710, GroupID:VWWJP24420710, Print:Solid, StyleID:VWWJP2442071002","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Flash Sale, Green Breeze, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, Threads of Freedom, Tops, Topwear, Topwear veronica"
15098,Ellois|Cotton+ Frontopen Embroidery Tieup Top,"Off white front open tie-up crop top with long, regular sleeves. Featuring a floral embroidery design, this knitted top is crafted from a cotton-nylon blend for durability. Itâ€™s designed to be both sustainable and eco-friendly.",Top,virgio,2790,2790,0.0,"Colour: Off White, Colour:Purple, Fabric:Cotton, Gender:Women, GID_VWWSG24420709, GroupID:VWWSG24420709, Print:Floral, StyleID:VWWSG2442070901","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Pink Snow, Snug Season, The Boyfriend's Hoodie, Tops, Topwear, Topwear veronica, White Bloom"
15099,Barabara|Viscose+ Full Sleeve V-Knit Cardigan,"Black full-sleeve cardigan top with a V-neckline and long, regular sleeves. This knitted top features a bodycon fit and is crafted from a viscose and nylon blend, offering durability and long-lasting wear.",Top,virgio,1990,1990,0.0,"Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWTO24420701, GroupID:VWWTO24420701, Print:Solid, StyleID:VWWTO2442070101","ALL COLLECTIONS, Casual Essentials, Cozy Winter, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, Tops, Topwear, Topwear veronica, Viscose Collection"
15101,Cecelia|Viscose+ Full Sleeve V-Knit Cardigan,"Green full-sleeve cardigan top with a V-neckline and long, regular sleeves. This knitted top features a bodycon fit and is crafted from a viscose and nylon blend, offering durability and long-lasting wear.",Top,virgio,1990,1990,0.0,"Colour:Green, Fabric:Viscose, Gender:Women, GID_VWWTO24420701, GroupID:VWWTO24420701, Print:Solid, StyleID:VWWTO2442070102","ALL COLLECTIONS, Casual Essentials, Cozy Winter, Earth-friendly Fabrics, Flash Sale, Green Breeze, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, Threads of Freedom, Tops, Topwear, Topwear veronica, Viscose Collection"
15102,Lyric|Viscose+ Highneck Flatknit Sleeveless Top,"Black sleeveless turtleneck top with a high neck. This knitted top is crafted from a viscose, nylon, and rescued polyester blend, offering durability and long-lasting wear.",Top,virgio,1790,1790,0.0,"Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWTO24420705, GroupID:VWWTO24420705, Print:Solid, StyleID:VWWTO2442070501","ALL COLLECTIONS, Casual Essentials, Cozy Winter, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, Tops, Topwear, Topwear veronica, Viscose Collection"
15103,Jazmyn|Trucotton Knit Full Sleeve Crop Top,"Green full sleeve knitted crop top with diagonal lace details. Features a round neckline and long, regular sleeves. Crafted from 100% cotton, the top offers a regular fit and is sustainable and eco-friendly.",Top,virgio,1990,1990,0.0,"Colour:Green, Fabric:Cotton, Gender:Women, GID_VWWJP24420711, GroupID:VWWJP24420711, Print:Solid, StyleID:VWWJP2442071101","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Flash Sale, Green Breeze, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, Threads of Freedom, Tops, Topwear, Topwear veronica"
